task_id,user_id,completion_time,task_switches,interruptions,worked_outside_hours,actual_start_date,actual_completion_date,efficiency_ratio
task_00754,user_007,4.62,1,1,True,2025-07-21 01:20:11.657294,2025-07-21 01:20:11.657294,0.773
task_00755,user_001,4.11,0,1,False,2025-02-23 01:20:11.657294,2025-02-23 01:20:11.657294,0.496
task_00759,user_002,2.42,0,0,False,2025-04-17 01:20:11.657294,2025-04-28 01:20:11.657294,3.134
task_00762,user_004,1.44,0,1,True,2025-06-21 01:20:11.657294,2025-06-28 01:20:11.657294,1.455
task_00765,user_001,8.17,0,2,False,2025-07-21 01:20:11.657294,2025-07-21 01:20:11.657294,0.654
task_00766,user_002,4.89,0,0,True,2025-06-21 01:20:11.657294,,1.446
task_00769,user_009,3.85,2,1,False,2025-02-28 01:20:11.657294,2025-03-01 01:20:11.657294,0.858
task_00773,user_008,4.23,0,0,False,2025-07-06 01:20:11.657294,2025-07-09 01:20:11.657294,0.695
task_00775,user_010,6.53,2,2,False,2025-07-16 01:20:11.657294,,0.699
task_00778,user_005,0.98,0,1,False,2025-05-22 01:20:11.657294,2025-05-24 01:20:11.657294,0.912
task_00779,user_003,12.73,0,0,False,2025-03-10 01:20:11.657294,,0.614
task_00781,user_001,3.45,0,1,False,2025-07-23 01:20:11.657294,2025-08-05 01:20:11.657294,0.739
task_00783,user_002,8.99,0,1,False,2025-02-15 01:20:11.657294,2025-02-17 01:20:11.657294,1.241
task_00784,user_004,0.76,0,0,True,2025-04-05 01:20:11.657294,,3.51
task_00788,user_001,1.74,0,1,False,2025-07-30 01:20:11.657294,,1.342
task_00789,user_004,25.1,1,2,False,2025-07-03 01:20:11.657294,2025-07-10 01:20:11.657294,0.456
task_00790,user_002,3.47,0,0,False,2025-05-13 01:20:11.657294,2025-05-19 01:20:11.657294,0.941
task_00792,user_008,1.88,0,0,False,2025-05-07 01:20:11.657294,2025-05-16 01:20:11.657294,1.21
task_00794,user_007,3.96,3,1,True,2025-05-12 01:20:11.657294,,0.994
task_00802,user_009,3.28,3,0,False,2025-05-06 01:20:11.657294,2025-05-10 01:20:11.657294,0.448
task_00805,user_006,3.46,0,0,True,2025-05-02 01:20:11.657294,,0.758
task_00807,user_008,10.01,0,3,False,2025-06-20 01:20:11.657294,2025-06-21 01:20:11.657294,0.635
task_00811,user_009,0.63,0,2,False,2025-05-21 01:20:11.657294,2025-05-21 01:20:11.657294,0.871
task_00812,user_008,4.43,0,1,False,2025-05-12 01:20:11.657294,2025-05-16 01:20:11.657294,0.744
task_00813,user_003,3.22,0,2,False,2025-05-08 01:20:11.657294,2025-05-09 01:20:11.657294,0.91
task_00818,user_010,3.59,0,0,True,2025-04-29 01:20:11.657294,2025-05-08 01:20:11.657294,1.197
task_00821,user_005,3.41,0,0,True,2025-02-17 01:20:11.657294,2025-02-23 01:20:11.657294,1.23
task_00822,user_001,4.74,0,0,False,2025-08-03 01:20:11.657294,2025-08-03 01:20:11.657294,0.89
task_00826,user_005,2.77,0,1,False,2025-06-13 01:20:11.657294,,1.361
task_00831,user_002,10.36,0,1,True,2025-03-02 01:20:11.657294,2025-03-05 01:20:11.657294,0.803
task_00832,user_005,1.68,0,0,False,2025-07-21 01:20:11.657294,2025-07-21 01:20:11.657294,1.576
task_00841,user_002,1.0,0,0,False,2025-03-17 01:20:11.657294,2025-03-18 01:20:11.657294,1.023
task_00842,user_003,2.11,0,0,False,2025-07-23 01:20:11.657294,2025-07-24 01:20:11.657294,0.721
task_00843,user_010,8.25,2,1,False,2025-06-16 01:20:11.657294,,0.898
task_00847,user_004,0.81,0,1,True,2025-03-06 01:20:11.657294,,1.346
task_00848,user_010,5.62,2,0,False,2025-05-10 01:20:11.657294,2025-05-11 01:20:11.657294,0.873
task_00849,user_004,1.89,1,1,False,2025-07-03 01:20:11.657294,2025-07-10 01:20:11.657294,1.152
task_00853,user_007,2.71,2,4,False,2025-07-21 01:20:11.657294,2025-07-23 01:20:11.657294,0.65
task_00860,user_007,0.98,0,0,False,2025-03-10 01:20:11.657294,2025-03-10 01:20:11.657294,1.31
task_00862,user_004,1.1,0,1,False,2025-06-12 01:20:11.657294,2025-06-14 01:20:11.657294,1.201
task_00866,user_008,8.81,0,0,True,2025-04-20 01:20:11.657294,2025-04-25 01:20:11.657294,0.684
task_00870,user_007,6.6,1,0,False,2025-04-29 01:20:11.657294,2025-05-13 01:20:11.657294,0.513
task_00873,user_003,4.27,0,1,False,2025-08-06 01:20:11.657294,2025-08-11 01:20:11.657294,0.771
task_00877,user_003,2.03,0,0,False,2025-04-06 01:20:11.657294,2025-04-10 01:20:11.657294,1.175
task_00883,user_006,1.11,0,0,False,2025-05-25 01:20:11.657294,2025-05-26 01:20:11.657294,0.856
task_00885,user_001,7.34,0,0,False,2025-04-08 01:20:11.657294,2025-04-10 01:20:11.657294,0.614
task_00886,user_008,8.29,0,1,False,2025-03-19 01:20:11.657294,2025-03-21 01:20:11.657294,0.776
task_00888,user_010,1.47,1,1,False,2025-02-28 01:20:11.657294,,0.982
task_00890,user_005,0.94,0,0,False,2025-04-08 01:20:11.657294,2025-04-15 01:20:11.657294,1.313
task_00891,user_009,3.18,1,0,False,2025-07-17 01:20:11.657294,2025-07-20 01:20:11.657294,0.786
task_00893,user_005,2.27,0,0,False,2025-05-04 01:20:11.657294,2025-05-09 01:20:11.657294,1.024
task_00894,user_005,0.8,0,0,False,2025-04-08 01:20:11.657294,2025-04-11 01:20:11.657294,1.193
task_00895,user_007,11.1,0,2,False,2025-08-11 01:20:11.657294,2025-08-19 01:20:11.657294,0.533
task_00897,user_008,0.8,0,1,False,2025-06-01 01:20:11.657294,2025-06-03 01:20:11.657294,0.708
task_00902,user_009,4.1,0,0,False,2025-06-16 01:20:11.657294,2025-06-16 01:20:11.657294,0.698
task_00903,user_005,1.99,0,0,False,2025-04-08 01:20:11.657294,2025-04-11 01:20:11.657294,1.725
task_00906,user_005,8.2,0,2,False,2025-03-17 01:20:11.657294,,0.881
task_00911,user_004,1.46,2,0,False,2025-06-29 01:20:11.657294,2025-06-30 01:20:11.657294,0.778
task_00914,user_010,6.06,1,1,True,2025-03-18 01:20:11.657294,2025-03-23 01:20:11.657294,1.159
task_00919,user_010,1.28,2,0,False,2025-03-27 01:20:11.657294,2025-03-30 01:20:11.657294,0.947
task_00923,user_006,3.28,0,3,True,2025-07-28 01:20:11.657294,,0.763
task_00928,user_010,1.03,1,0,True,2025-05-26 01:20:11.657294,,1.269
task_00934,user_006,4.82,0,1,True,2025-06-27 01:20:11.657294,2025-06-27 01:20:11.657294,0.818
task_00936,user_009,24.39,2,0,False,2025-03-08 01:20:11.657294,2025-03-18 01:20:11.657294,0.478
task_00938,user_003,4.78,0,4,False,2025-03-25 01:20:11.657294,2025-03-27 01:20:11.657294,0.642
task_00939,user_006,9.3,0,2,True,2025-02-17 01:20:11.657294,,0.676
task_00940,user_005,1.63,0,2,False,2025-04-09 01:20:11.657294,,0.917
task_00942,user_001,1.09,0,0,False,2025-03-17 01:20:11.657294,2025-03-17 01:20:11.657294,0.93
task_00944,user_001,2.37,0,2,False,2025-05-24 01:20:11.657294,2025-05-25 01:20:11.657294,0.683
task_00947,user_002,3.58,0,1,False,2025-05-31 01:20:11.657294,2025-06-07 01:20:11.657294,0.584
task_00948,user_009,4.39,2,1,False,2025-05-21 01:20:11.657294,2025-05-21 01:20:11.657294,0.549
task_00950,user_001,0.82,0,2,False,2025-06-20 01:20:11.657294,,0.723
task_00951,user_006,2.84,0,0,False,2025-08-02 01:20:11.657294,,1.122
task_00952,user_001,5.46,0,0,False,2025-05-22 01:20:11.657294,2025-05-26 01:20:11.657294,0.637
task_00953,user_009,17.07,3,2,False,2025-06-05 01:20:11.657294,2025-06-08 01:20:11.657294,0.337
task_00958,user_010,1.53,1,1,False,2025-06-27 01:20:11.657294,2025-07-01 01:20:11.657294,1.036
task_00959,user_006,3.53,0,1,True,2025-06-29 01:20:11.657294,2025-07-06 01:20:11.657294,0.57
task_00967,user_007,8.41,1,1,False,2025-07-10 01:20:11.657294,2025-07-13 01:20:11.657294,0.619
task_00968,user_009,24.73,5,1,False,2025-05-22 01:20:11.657294,2025-05-27 01:20:11.657294,0.323
task_00971,user_001,3.79,0,1,False,2025-04-27 01:20:11.657294,2025-05-04 01:20:11.657294,0.824
task_00972,user_010,1.35,2,1,False,2025-04-11 01:20:11.657294,2025-04-13 01:20:11.657294,1.149
task_00974,user_005,4.22,0,1,False,2025-07-28 01:20:11.657294,2025-07-29 01:20:11.657294,0.779
task_00978,user_010,12.35,2,0,False,2025-04-23 01:20:11.657294,2025-04-29 01:20:11.657294,0.949
task_00979,user_006,3.61,0,2,False,2025-05-26 01:20:11.657294,2025-05-27 01:20:11.657294,1.327
task_00982,user_001,2.1,0,1,False,2025-04-21 01:20:11.657294,2025-04-22 01:20:11.657294,0.71
task_00986,user_006,2.13,0,1,True,2025-07-04 01:20:11.657294,2025-07-04 01:20:11.657294,0.913
task_00993,user_002,6.02,0,1,False,2025-05-03 01:20:11.657294,2025-05-09 01:20:11.657294,0.585
task_00996,user_006,7.74,0,1,False,2025-02-19 01:20:11.657294,2025-02-28 01:20:11.657294,0.766
task_00999,user_002,1.69,0,0,False,2025-05-12 01:20:11.657294,2025-05-12 01:20:11.657294,0.979
task_01000,user_006,4.55,0,0,False,2025-05-18 01:20:11.657294,2025-05-18 01:20:11.657294,0.725
task_01002,user_005,4.07,0,0,False,2025-03-24 01:20:11.657294,2025-03-26 01:20:11.657294,1.238
task_01003,user_003,1.44,0,0,False,2025-03-26 01:20:11.657294,2025-03-27 01:20:11.657294,0.97
task_01004,user_005,1.75,0,1,False,2025-06-14 01:20:11.657294,2025-06-15 01:20:11.657294,1.11
task_01010,user_006,2.23,0,1,False,2025-05-17 01:20:11.657294,,0.645
task_01011,user_001,2.53,0,2,False,2025-05-05 01:20:11.657294,2025-05-06 01:20:11.657294,0.772
task_01013,user_007,2.06,2,0,False,2025-06-21 01:20:11.657294,2025-06-21 01:20:11.657294,3.708
task_01015,user_005,1.36,0,0,True,2025-05-25 01:20:11.657294,,1.285
task_01018,user_001,2.48,0,0,False,2025-06-22 01:20:11.657294,2025-06-27 01:20:11.657294,1.131
task_01019,user_001,1.96,0,0,True,2025-03-02 01:20:11.657294,2025-03-02 01:20:11.657294,1.16
task_01021,user_003,6.66,0,0,False,2025-04-20 01:20:11.657294,2025-04-27 01:20:11.657294,0.877
task_01026,user_005,4.43,0,0,True,2025-03-19 01:20:11.657294,2025-03-20 01:20:11.657294,0.824
task_01027,user_002,7.74,0,0,False,2025-08-11 01:20:11.657294,2025-03-20 01:20:11.657294,0.576
task_01029,user_007,4.55,2,1,False,2025-05-03 01:20:11.657294,,0.702
task_01030,user_006,0.75,0,0,True,2025-08-11 01:20:11.657294,2025-08-13 01:20:11.657294,1.541
task_01031,user_002,1.34,0,1,True,2025-07-28 01:20:11.657294,2025-07-30 01:20:11.657294,0.935
task_01032,user_006,6.5,0,1,False,2025-04-03 01:20:11.657294,2025-04-06 01:20:11.657294,0.913
task_01034,user_004,2.67,2,0,False,2025-05-11 01:20:11.657294,,1.047
task_01038,user_002,12.08,0,1,False,2025-06-10 01:20:11.657294,2025-06-12 01:20:11.657294,0.63
task_01039,user_004,5.56,1,0,True,2025-02-17 01:20:11.657294,2025-02-21 01:20:11.657294,1.012
task_01041,user_007,3.35,1,0,False,2025-04-24 01:20:11.657294,2025-04-27 01:20:11.657294,1.07
task_01042,user_001,17.95,0,1,True,2025-03-31 01:20:11.657294,2025-04-05 01:20:11.657294,0.63
task_01048,user_002,4.87,0,3,False,2025-04-13 01:20:11.657294,2025-04-23 01:20:11.657294,1.242
task_01052,user_006,4.77,0,0,False,2025-04-23 01:20:11.657294,,1.426
task_01055,user_003,7.27,0,0,False,2025-08-10 01:20:11.657294,2025-08-11 01:20:11.657294,0.655
task_01057,user_009,7.36,1,1,False,2025-03-31 01:20:11.657294,2025-03-31 01:20:11.657294,0.577
task_01059,user_009,2.89,4,0,False,2025-04-22 01:20:11.657294,2025-04-28 01:20:11.657294,0.496
task_01060,user_009,7.85,0,1,True,2025-03-21 01:20:11.657294,,0.868
task_01062,user_003,0.97,0,0,False,2025-03-22 01:20:11.657294,2025-03-22 01:20:11.657294,0.873
task_01063,user_002,11.2,0,2,False,2025-05-23 01:20:11.657294,2025-06-03 01:20:11.657294,0.699
task_01067,user_003,3.04,0,1,False,2025-04-02 01:20:11.657294,2025-04-05 01:20:11.657294,0.698
task_01071,user_004,9.17,4,0,True,2025-06-18 01:20:11.657294,2025-06-22 01:20:11.657294,0.65
task_01072,user_008,6.91,0,0,False,2025-03-02 01:20:11.657294,2025-03-08 01:20:11.657294,0.947
task_01076,user_010,3.9,1,2,False,2025-03-17 01:20:11.657294,2025-03-20 01:20:11.657294,1.402
task_01084,user_008,1.26,0,2,False,2025-05-29 01:20:11.657294,,0.709
task_01085,user_009,2.62,1,0,False,2025-02-19 01:20:11.657294,2025-02-20 01:20:11.657294,3.018
task_01088,user_004,3.83,1,2,False,2025-05-17 01:20:11.657294,2025-05-24 01:20:11.657294,0.999
task_01090,user_010,4.02,0,2,False,2025-06-27 01:20:11.657294,2025-06-27 01:20:11.657294,0.868
task_01097,user_002,6.95,0,1,False,2025-06-14 01:20:11.657294,2025-06-16 01:20:11.657294,0.712
task_01098,user_001,1.15,0,1,False,2025-02-17 01:20:11.657294,2025-02-19 01:20:11.657294,0.703
task_01099,user_005,1.16,0,1,False,2025-04-19 01:20:11.657294,,1.143
task_01103,user_006,0.79,0,2,False,2025-03-16 01:20:11.657294,2025-03-20 01:20:11.657294,0.656
task_01108,user_004,1.85,2,0,False,2025-03-11 01:20:11.657294,2025-03-16 01:20:11.657294,2.175
task_01114,user_004,1.64,1,0,False,2025-04-15 01:20:11.657294,,0.889
task_01117,user_009,0.8,0,1,False,2025-02-19 01:20:11.657294,2025-02-21 01:20:11.657294,1.176
task_01121,user_001,6.62,0,0,False,2025-03-26 01:20:11.657294,2025-03-26 01:20:11.657294,1.462
task_01124,user_003,5.6,0,0,False,2025-04-12 01:20:11.657294,2025-04-20 01:20:11.657294,1.037
task_01125,user_006,2.83,0,2,False,2025-08-06 01:20:11.657294,2025-08-09 01:20:11.657294,0.723
task_01128,user_004,3.63,2,0,True,2025-03-21 01:20:11.657294,2025-03-28 01:20:11.657294,0.885
task_01129,user_007,2.19,0,1,True,2025-04-15 01:20:11.657294,,0.913
task_01132,user_009,21.54,1,0,False,2025-02-17 01:20:11.657294,2025-02-19 01:20:11.657294,0.547
task_01134,user_009,10.31,0,1,True,2025-05-26 01:20:11.657294,2025-05-30 01:20:11.657294,1.098
task_01135,user_008,6.86,0,1,True,2025-07-11 01:20:11.657294,2025-07-11 01:20:11.657294,0.725
task_01136,user_001,2.68,0,1,False,2025-05-25 01:20:11.657294,2025-05-25 01:20:11.657294,1.069
task_01139,user_005,12.7,0,6,False,2025-05-16 01:20:11.657294,,0.472
task_01140,user_007,2.1,1,0,False,2025-05-25 01:20:11.657294,2025-05-31 01:20:11.657294,0.826
task_01141,user_010,4.52,0,1,True,2025-02-28 01:20:11.657294,2025-03-08 01:20:11.657294,1.217
task_01142,user_005,2.29,0,0,False,2025-04-11 01:20:11.657294,2025-04-12 01:20:11.657294,0.97
task_01143,user_010,1.52,1,1,False,2025-05-30 01:20:11.657294,,0.816
task_01145,user_001,0.87,0,0,False,2025-06-14 01:20:11.657294,,0.926
task_01146,user_005,13.84,0,2,False,2025-04-06 01:20:11.657294,2025-04-12 01:20:11.657294,0.82
task_01152,user_009,12.71,1,1,False,2025-07-31 01:20:11.657294,2025-08-05 01:20:11.657294,0.628
task_01154,user_007,1.66,2,2,False,2025-05-20 01:20:11.657294,,0.61
task_01156,user_001,1.29,0,4,True,2025-04-08 01:20:11.657294,2025-04-14 01:20:11.657294,0.607
task_01158,user_008,5.03,0,2,True,2025-06-26 01:20:11.657294,2025-07-04 01:20:11.657294,1.231
task_01159,user_006,2.98,0,2,False,2025-08-03 01:20:11.657294,2025-08-08 01:20:11.657294,0.45
task_01165,user_008,2.94,0,0,False,2025-04-29 01:20:11.657294,2025-05-02 01:20:11.657294,0.83
task_01168,user_006,1.34,0,3,True,2025-03-19 01:20:11.657294,,0.477
task_01169,user_010,12.07,2,1,True,2025-05-26 01:20:11.657294,2025-06-02 01:20:11.657294,0.912
task_01170,user_004,3.99,2,1,True,2025-06-30 01:20:11.657294,,0.699
task_01172,user_002,4.18,0,0,True,2025-04-27 01:20:11.657294,2025-05-04 01:20:11.657294,0.912
task_01173,user_004,1.93,0,1,False,2025-06-17 01:20:11.657294,,1.123
task_01174,user_003,0.96,0,2,False,2025-03-23 01:20:11.657294,2025-03-24 01:20:11.657294,1.286
task_01178,user_001,1.66,0,1,False,2025-06-30 01:20:11.657294,2025-06-30 01:20:11.657294,0.673
task_01180,user_007,13.84,0,0,False,2025-03-06 01:20:11.657294,2025-03-11 01:20:11.657294,0.601
task_01181,user_010,3.76,3,2,True,2025-05-11 01:20:11.657294,2025-05-12 01:20:11.657294,1.558
task_01182,user_008,9.99,0,0,False,2025-05-19 01:20:11.657294,2025-05-25 01:20:11.657294,0.812
task_01184,user_010,0.38,2,1,False,2025-05-01 01:20:11.657294,2025-05-04 01:20:11.657294,1.329
task_01189,user_010,6.24,2,0,False,2025-07-29 01:20:11.657294,2025-07-31 01:20:11.657294,0.612
task_01191,user_007,7.55,3,1,False,2025-03-08 01:20:11.657294,2025-03-12 01:20:11.657294,0.646
task_01193,user_002,1.36,0,1,False,2025-05-19 01:20:11.657294,,0.809
task_01194,user_009,2.82,1,0,False,2025-06-07 01:20:11.657294,,0.705
task_01195,user_001,3.19,0,1,False,2025-06-25 01:20:11.657294,2025-07-02 01:20:11.657294,0.85
task_01196,user_006,3.57,0,1,False,2025-04-05 01:20:11.657294,2025-04-08 01:20:11.657294,0.552
task_01197,user_010,3.92,3,2,False,2025-07-06 01:20:11.657294,,0.673
task_01200,user_010,1.67,1,0,True,2025-03-20 01:20:11.657294,2025-03-23 01:20:11.657294,1.469
task_01202,user_009,1.02,0,1,False,2025-05-15 01:20:11.657294,2025-05-15 01:20:11.657294,1.102
task_01205,user_006,1.35,0,1,False,2025-06-07 01:20:11.657294,2025-06-07 01:20:11.657294,1.028
task_01210,user_004,3.86,1,2,False,2025-06-11 01:20:11.657294,2025-06-21 01:20:11.657294,1.217
task_01212,user_008,2.08,0,1,True,2025-02-20 01:20:11.657294,2025-02-20 01:20:11.657294,0.819
task_01213,user_002,2.2,0,0,True,2025-06-16 01:20:11.657294,2025-06-16 01:20:11.657294,1.052
task_01215,user_006,0.68,0,1,False,2025-02-14 01:20:11.657294,2025-02-23 01:20:11.657294,1.887
task_01226,user_002,3.12,0,0,False,2025-07-28 01:20:11.657294,2025-08-06 01:20:11.657294,2.495
task_01228,user_008,7.99,0,1,False,2025-04-13 01:20:11.657294,2025-04-14 01:20:11.657294,0.653
task_01230,user_006,3.17,0,0,False,2025-04-12 01:20:11.657294,2025-04-16 01:20:11.657294,1.019
task_01231,user_010,1.84,3,0,False,2025-03-28 01:20:11.657294,2025-04-01 01:20:11.657294,1.432
task_01234,user_004,1.24,2,0,False,2025-06-30 01:20:11.657294,2025-07-01 01:20:11.657294,1.213
task_01235,user_006,9.78,0,1,True,2025-03-07 01:20:11.657294,,0.643
task_01236,user_003,3.81,0,1,False,2025-03-06 01:20:11.657294,2025-03-12 01:20:11.657294,0.748
task_01247,user_002,1.32,0,0,True,2025-02-17 01:20:11.657294,2025-02-19 01:20:11.657294,1.525
task_01251,user_002,6.41,0,1,False,2025-08-04 01:20:11.657294,2025-08-14 01:20:11.657294,0.493
task_01255,user_010,7.37,1,2,False,2025-06-23 01:20:11.657294,2025-06-26 01:20:11.657294,0.957
task_01256,user_007,1.85,2,1,False,2025-07-01 01:20:11.657294,2025-07-03 01:20:11.657294,0.498
task_01258,user_003,2.82,0,1,False,2025-03-13 01:20:11.657294,,1.031
task_01259,user_001,6.59,0,1,False,2025-02-20 01:20:11.657294,2025-02-26 01:20:11.657294,0.899
task_01262,user_006,4.0,0,1,False,2025-04-09 01:20:11.657294,,0.862
task_01267,user_002,11.78,0,0,True,2025-04-11 01:20:11.657294,2025-04-11 01:20:11.657294,0.916
task_01272,user_007,2.89,3,2,True,2025-05-25 01:20:11.657294,,0.575
task_01277,user_009,2.26,0,0,False,2025-03-18 01:20:11.657294,2025-03-24 01:20:11.657294,0.659
task_01278,user_008,1.48,0,1,True,2025-04-19 01:20:11.657294,2025-04-20 01:20:11.657294,0.845
task_01280,user_001,8.87,0,1,False,2025-03-12 01:20:11.657294,2025-03-16 01:20:11.657294,0.577
task_01282,user_009,4.91,1,1,False,2025-04-20 01:20:11.657294,2025-04-21 01:20:11.657294,0.615
task_01285,user_003,5.22,0,0,False,2025-03-07 01:20:11.657294,,0.928
task_01286,user_008,3.64,0,2,False,2025-04-28 01:20:11.657294,2025-05-02 01:20:11.657294,0.894
task_01291,user_009,3.16,3,1,True,2025-02-26 01:20:11.657294,,0.49
task_01293,user_007,5.46,1,1,True,2025-05-12 01:20:11.657294,2025-05-12 01:20:11.657294,1.07
task_01303,user_005,6.57,0,2,False,2025-03-31 01:20:11.657294,2025-03-31 01:20:11.657294,1.028
task_01304,user_003,3.03,0,2,False,2025-06-20 01:20:11.657294,2025-06-25 01:20:11.657294,0.658
task_01306,user_005,2.44,0,0,False,2025-03-03 01:20:11.657294,,1.35
task_01307,user_003,2.51,0,1,False,2025-06-11 01:20:11.657294,2025-06-19 01:20:11.657294,1.182
task_01310,user_008,3.41,0,0,False,2025-02-22 01:20:11.657294,2025-02-25 01:20:11.657294,0.73
task_01311,user_006,1.24,0,2,True,2025-03-26 01:20:11.657294,2025-03-29 01:20:11.657294,0.772
task_01312,user_003,5.55,0,1,False,2025-05-14 01:20:11.657294,2025-05-15 01:20:11.657294,0.68
task_01313,user_004,4.61,2,0,False,2025-05-17 01:20:11.657294,2025-05-20 01:20:11.657294,0.918
task_01315,user_004,1.78,3,1,False,2025-08-13 01:20:11.657294,2025-08-13 01:20:11.657294,0.828
task_01316,user_002,5.25,0,1,True,2025-05-05 01:20:11.657294,2025-05-07 01:20:11.657294,0.754
task_01317,user_009,12.43,1,0,False,2025-06-16 01:20:11.657294,2025-06-25 01:20:11.657294,0.507
task_01319,user_007,5.73,3,2,True,2025-03-26 01:20:11.657294,2025-04-04 01:20:11.657294,0.996
task_01320,user_007,10.18,2,0,False,2025-07-13 01:20:11.657294,,0.759
task_01321,user_004,16.71,0,2,False,2025-04-12 01:20:11.657294,2025-04-14 01:20:11.657294,0.598
task_01325,user_006,5.06,0,1,False,2025-03-16 01:20:11.657294,,1.067
task_01329,user_005,1.4,0,1,False,2025-07-10 01:20:11.657294,,1.194
task_01330,user_007,20.17,1,0,False,2025-03-16 01:20:11.657294,2025-03-28 01:20:11.657294,0.542
task_01334,user_005,2.81,0,0,False,2025-05-21 01:20:11.657294,2025-05-21 01:20:11.657294,0.918
task_01335,user_001,3.27,0,1,False,2025-04-12 01:20:11.657294,2025-04-18 01:20:11.657294,0.834
task_01336,user_010,3.73,1,0,False,2025-04-10 01:20:11.657294,,0.855
task_01337,user_010,1.7,0,1,False,2025-06-01 01:20:11.657294,2025-06-09 01:20:11.657294,1.136
task_01338,user_009,12.74,3,0,False,2025-06-05 01:20:11.657294,,0.538
task_01342,user_006,4.27,0,2,False,2025-04-06 01:20:11.657294,2025-04-15 01:20:11.657294,0.812
task_01343,user_008,5.99,0,3,False,2025-04-14 01:20:11.657294,2025-04-23 01:20:11.657294,0.521
task_01345,user_002,5.77,0,4,False,2025-06-27 01:20:11.657294,2025-07-09 01:20:11.657294,0.731
task_01346,user_002,1.94,0,1,False,2025-05-13 01:20:11.657294,2025-05-18 01:20:11.657294,0.717
task_01347,user_004,3.1,3,0,True,2025-02-19 01:20:11.657294,2025-02-21 01:20:11.657294,0.891
task_01348,user_005,2.83,0,0,True,2025-04-18 01:20:11.657294,2025-04-19 01:20:11.657294,0.969
task_01351,user_003,2.71,0,0,False,2025-05-20 01:20:11.657294,2025-05-26 01:20:11.657294,1.007
task_01352,user_001,3.45,0,0,True,2025-04-20 01:20:11.657294,2025-04-27 01:20:11.657294,0.921
task_01353,user_010,1.16,1,1,True,2025-06-14 01:20:11.657294,2025-06-17 01:20:11.657294,1.04
